Apr,Aug,Average Employment Annual,Average Employment Qtr 1,Average Employment Qtr 2,Average Employment Qtr 3,Average Employment Qtr 4,Average Female Employment Annual,Average Female Employment Qtr 1,Average Female Employment Qtr 2,Average Female Employment Qtr 3,Average Female Employment Qtr 4,Average Wage Annual,Average Wage Qtr 1,Average Wage Qtr 2,Average Wage Qtr 3,Average Wage Qtr 4,County,Dec,Feb,Jan,Jul,Jun,Mar,May,Nov,Number of Establishments Annual,Number of Establishments Qtr 1,Number of Establishments Qtr 2,Number of Establishments Qtr 3,Number of Establishments Qtr 4,Oct,Sep,Total Wages Annual,Total Wages Qtr 1,Total Wages Qtr 2,Total Wages Qtr 3,Total Wages Qtr 4,Type,Year
186778,193403,191644,192960,189195,192336,192154,106050,105716,106070,105116,107331,35502,8526,8534,8752,9698,Vermont,195178,193731,193720,193259,191731,191428,189077,189503,18451,18619,18386,18374,18216,191780,190347,6803820,1645081,1614533,1683331,1863533,Service Providing domain,2009
54823,55889,56035,55667,55708,55728,57052,23198,22684,23194,22828,24121,33315,8084,8043,8181,9002,Vermont,57868,55878,56274,55706,56426,54850,55875,56963,5515,5603,5504,5470,5424,56326,55588,1866801,450019,448064,455924,513575,"Trade, Transportation, and Utilities supersector",2009
9689,9722,9690,9730,9708,9695,9649,2738,2728,2701,2755,2776,51914,12462,12322,12715,14450,Vermont,9659,9727,9770,9698,9713,9694,9721,9663,1421,1448,1418,1405,1398,9626,9665,503030,121256,119619,123272,139428,Wholesale trade,2009
37219,38323,38164,37846,37947,38077,38773,18408,17885,18538,18063,19134,25563,6069,6241,6314,6934,Vermont,39358,38011,38343,38267,38557,37184,38066,38725,3486,3535,3477,3464,3439,38236,37642,975598,229686,236812,240405,268862,Retail trade,2009
6227,5980,6425,6402,6343,6141,6818,1631,1665,1536,1579,1782,36398,8704,8860,9308,9509,Vermont,7044,6452,6472,5985,6413,6281,6390,6769,561,571,563,555,542,6641,6458,233850,55721,56204,57160,64836,Transportation and warehousing,2009
1688,1864,1756,1689,1710,1814,1812,421,406,419,431,429,87866,25665,20723,19339,22323,Vermont,1807,1688,1689,1756,1743,1691,1698,1806,47,49,46,46,45,1823,1823,154322,43357,35430,35087,40449,Utilities,2009
5556,5498,5497,5594,5552,5465,5376,2654,2680,2693,2600,2615,45192,11213,10723,11024,12327,Vermont,5403,5567,5641,5460,5567,5573,5534,5345,481,504,474,472,469,5379,5438,248424,62721,59538,60249,66263,Information supersector,2009
11988,12285,12100,12175,12119,12202,11912,7539,7620,7593,7455,7470,54256,14926,12546,12594,14201,Vermont,11924,12194,12224,12311,12256,12106,12112,11865,1727,1750,1733,1715,1678,11947,12011,656507,181723,152037,153678,169165,Financial Activities supersector,2009
9050,9137,9063,9136,9078,9086,8967,6235,6287,6302,6170,6173,61455,17359,14178,14043,15859,Vermont,8983,9153,9149,9136,9118,9105,9066,8957,976,985,978,971,953,8961,8984,556990,158587,128709,127591,142205,Finance and insurance,2009
2938,3148,3037,3039,3041,3117,2945,1303,1333,1291,1285,1297,32771,7613,7672,8370,9154,Vermont,2941,3041,3075,3175,3138,3001,3046,2908,751,765,755,744,725,2986,3027,99517,23136,23328,26087,26959,Real estate and rental and leasing,2009
21696,22503,21927,21224,22137,22316,22084,9494,9404,9672,9377,9590,49265,11636,11462,11702,14443,Vermont,21814,21256,21335,22532,22480,21081,22235,22151,4318,4340,4292,4299,4264,22286,21913,1080227,246960,253735,261141,318945,Professional and Business Services supersector,2009
12999,13115,13063,13102,13009,13025,13149,6292,6359,6296,6166,6362,60286,13912,14073,14391,17885,Vermont,13197,13123,13116,13128,13115,13068,12913,13168,2895,2921,2867,2883,2859,13082,12831,787515,182280,183076,187438,235164,Professional and technical services,2009
434,441,416,376,432,437,421,221,212,219,214,237,69627,18015,16330,19053,16257,Vermont,433,355,366,440,427,407,434,415,61,59,62,60,61,414,430,28988,6774,7049,8326,6839,Management of companies and enterprises,2009
8263,8947,8448,7746,8696,8854,8514,2981,2833,3157,2997,2991,31219,7476,7315,7384,9037,Vermont,8184,7778,7853,8964,8938,7606,8888,8568,1362,1360,1363,1356,1344,8790,8652,263724,57906,63610,65376,76943,Administrative and waste services,2009
55635,55706,55807,55335,55869,55833,56210,42304,42258,42236,42242,42482,38374,9002,9235,9732,10400,Vermont,56124,55527,54751,56186,55733,55728,56238,56059,2281,2279,2270,2286,2282,56448,55608,2141546,498109,515968,543356,584594,Education and Health Services supersector,2009
9665,8838,9366,9593,9446,9012,9402,5499,5805,5246,5406,5537,40456,9725,9661,10591,10522,Vermont,9344,9846,9126,9029,9116,9806,9556,9460,376,370,371,382,377,9403,9168,378914,93286,91255,95443,98934,Educational services,2009
45970,46868,46441,45743,46423,46822,46808,36805,36453,36990,36836,36945,37954,8850,9149,9566,10376,Vermont,46780,45681,45625,47157,46617,45922,46682,46599,1905,1909,1899,1904,1905,47045,46440,1762632,404823,424713,447913,485660,Health care and social assistance,2009
28545,32844,31682,34470,29175,32133,30972,16381,16620,16119,16177,16575,18002,4305,4343,4627,4740,Vermont,33497,34815,34942,32299,30537,33653,28443,28641,2130,2131,2125,2129,2125,30778,31255,570333,148387,126697,148667,146801,Leisure and Hospitality supersector,2009
3281,4559,3799,3632,3743,4458,3362,1837,1728,1945,1960,1709,20760,4706,4854,5182,6104,Vermont,3383,3676,3679,4611,4187,3542,3762,2970,394,399,395,393,388,3732,4204,78865,17093,18169,23101,20521,"Arts, entertainment, and recreation",2009
25264,28285,27883,30838,25432,27675,27610,14545,14892,14174,14217,14866,17626,4258,4267,4537,4574,Vermont,30114,31139,31263,27688,26350,30111,24681,25671,1736,1732,1730,1736,1737,27046,27051,491468,131294,108527,125566,126280,Accommodation and food services,2009
8535,8678,8597,8495,8636,8659,8548,4481,4450,4563,4437,4478,27916,6729,6774,6966,7510,Vermont,8548,8494,8553,8765,8732,8437,8640,8479,2000,2012,1988,2003,1974,8616,8534,239983,57162,58494,60317,64190,"Other services, except public administration supersector",2009
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Vermont,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unspecified industry supersector,2009
7063,6496,6545,6410,6791,6457,6520,na,na,na,na,na,60191,14127,14415,15262,16400,Vermont,6472,6421,6432,6460,6397,6378,6914,6505,472,484,468,467,469,6583,6416,393935,90561,97895,98549,106931,Federal Government,2009
16470,15682,16156,16324,16137,15888,16273,8565,8816,8262,8714,8467,48325,11467,11347,12743,12779,Vermont,15873,16596,15893,15611,15656,16484,16285,16320,331,330,330,330,333,16627,16370,780714,187189,183107,202464,207953,State government,2009
31578,23680,29910,31274,31710,24744,31993,20485,20569,20391,19868,21067,35469,8195,9898,8208,9020,Vermont,31944,31573,30909,20265,31407,31339,32146,32096,837,838,837,836,836,31938,30286,1060892,256278,313875,203099,288580,Local government,2009
289919,290936,293088,289458,292053,292204,298639,na,na,na,na,na,39425,9284,9765,9785,10569,Vermont,300011,290269,288835,290866,294226,289269,292013,295965,24159,24202,24072,24249,24114,299942,294810,11554995,2687277,2852030,2859250,3156438,Total Covered -  all ownerships,2010
234921,245440,240265,235147,237015,245010,243886,116817,114866,116052,117079,119269,38625,9145,9405,9592,10458,Vermont,245513,235748,235401,247440,240379,234293,235746,241096,22519,22561,22431,22609,22473,245049,242149,9280264,2150378,2229201,2350082,2550603,Private ownership,2010
46096,49926,47438,43780,47612,49760,48600,11078,10570,11132,11270,11341,48755,11988,11859,11945,12942,Vermont,47561,43781,43913,50026,48799,43647,47942,48688,4402,4417,4381,4432,4379,49552,49328,2312867,524836,564649,594396,628986,Goods Producing domain,2010
2964,3399,3087,2696,3156,3388,3109,763,655,852,842,701,32714,7915,7928,7955,8906,Vermont,2965,2675,2705,3443,3338,2709,3167,3073,449,441,448,456,451,3289,3321,101000,21342,25022,26949,27687,Natural Resources and Mining supersector,2010
2362,2753,2492,2180,2534,2747,2507,695,591,779,777,634,27235,6586,6669,6707,7254,Vermont,2390,2160,2182,2795,2697,2198,2543,2460,387,379,385,393,390,2672,2692,67869,14358,16899,18423,18188,"Agriculture, forestry, fishing and hunting",2010
602,646,595,516,622,641,602,67,64,73,65,67,55653,13527,13052,13301,15788,Vermont,575,515,523,648,641,511,624,613,62,62,63,63,61,617,629,33132,6984,8122,8526,9499,Mining,2010
12800,15236,13548,11088,13808,15133,14165,1595,1458,1625,1705,1592,42764,10051,10374,10535,11667,Vermont,13145,10938,11394,15265,14450,10931,14173,14351,2906,2922,2888,2925,2887,14998,14899,579381,111447,143237,159433,165264,Construction supersector,2010
30332,31291,30803,29996,30648,31239,31327,8721,8457,8655,8723,9048,52998,13070,12933,13061,13919,Vermont,31451,30168,29814,31318,31011,30007,30602,31264,1048,1054,1045,1051,1041,31265,31108,1632486,392047,396390,408014,436034,Manufacturing supersector,2010
21423,22079,21755,21140,21664,22064,22152,5576,5417,5554,5505,5826,57278,14206,13910,14121,15026,Vermont,22291,21330,20927,22135,21936,21164,21634,22097,676,683,674,681,665,22067,21977,1246093,300310,301356,311567,332859,Durable Goods manufacturing,2010
8909,9212,9048,8856,8984,9175,9175,3145,3040,3101,3218,3222,42707,10359,10578,10512,11245,Vermont,9160,8838,8887,9183,9075,8843,8968,9167,372,371,371,370,376,9198,9131,386393,91737,95034,96447,103175,Non-Durable Goods manufacturing,2010
188825,195514,192826,191367,189403,195250,195286,105738,104296,104920,105809,107928,36133,8494,8788,8992,9840,Vermont,197952,191967,191488,197414,191580,190646,187804,192408,18116,18144,18050,18177,18094,195497,192821,6967396,1625542,1664551,1755685,1921617,Service Providing domain,2010
54499,56214,55725,54230,54895,56180,57594,22901,22020,22738,22818,24026,33788,8028,8302,8397,9028,Vermont,58214,54236,54652,56501,55468,53802,54718,57548,5345,5376,5328,5343,5331,57019,55826,1882802,435363,455740,471759,519941,"Trade, Transportation, and Utilities supersector",2010
9345,9690,9518,9210,9380,9692,9789,2681,2647,2643,2707,2727,52514,12256,12556,12860,14764,Vermont,9727,9187,9229,9724,9443,9214,9353,9847,1398,1403,1388,1405,1395,9794,9661,499821,112878,117784,124631,144528,Wholesale trade,2010
37208,38456,37939,36911,37421,38280,39143,18138,17374,18091,18017,19070,25941,6088,6431,6477,6921,Vermont,39568,36953,37284,38616,37814,36497,37242,39190,3364,3397,3364,3351,3343,38671,37769,984188,224698,240654,247931,270905,Retail trade,2010
6145,6257,6467,6297,6280,6405,6885,1680,1597,1592,1702,1829,35984,8125,9116,9206,9487,Vermont,7141,6275,6324,6338,6377,6291,6319,6737,538,530,530,542,549,6777,6620,232698,51162,57250,58965,65321,Transportation and warehousing,2010
1801,1811,1801,1812,1813,1803,1776,402,402,412,392,400,92215,25731,22091,22310,22061,Vermont,1778,1821,1815,1823,1834,1800,1804,1774,45,46,46,45,44,1777,1776,166095,46624,40052,40232,39187,Utilities,2010
5437,5291,5349,5421,5422,5285,5269,2537,2606,2570,2518,2454,45218,10805,10840,11349,12253,Vermont,5298,5402,5424,5303,5417,5436,5411,5261,472,472,468,473,473,5247,5262,241876,58570,58768,59982,64555,Information supersector,2010
11759,12059,11882,11769,11837,12015,11908,7381,7298,7456,7320,7450,54974,14827,13043,12614,14508,Vermont,11940,11791,11795,12136,11997,11720,11755,11838,1648,1658,1642,1653,1639,11945,11850,653204,174494,154386,151563,172762,Financial Activities supersector,2010
8915,8996,8934,8929,8908,8952,8948,6089,6045,6155,6032,6122,62115,17108,14693,14163,16152,Vermont,8958,8941,8941,9025,8959,8905,8851,8939,941,947,938,943,937,8946,8835,554953,152757,130889,126786,144521,Finance and insurance,2010
2844,3063,2948,2840,2929,3063,2960,1293,1253,1301,1288,1328,33330,7655,8023,8089,9541,Vermont,2982,2850,2854,3111,3038,2815,2904,2899,707,711,704,710,702,2999,3015,98251,21737,23498,24777,28240,Real estate and rental and leasing,2010
23063,24118,23197,21893,23211,24036,23647,10140,9919,10095,10232,10314,51289,11816,12080,12425,14887,Vermont,23205,21834,21847,24158,23453,21998,23116,23635,4264,4250,4227,4294,4284,24101,23831,1189730,258683,280381,298637,352030,Professional and Business Services supersector,2010
13646,13626,13532,13427,13490,13627,13582,6502,6565,6394,6422,6627,63987,13827,14886,15600,19644,Vermont,13682,13427,13334,13743,13456,13519,13368,13523,2836,2837,2816,2849,2840,13542,13513,865852,185644,200808,212589,266811,Professional and technical services,2010
941,923,933,887,935,919,992,514,510,508,488,550,79084,23189,19070,19814,17335,Vermont,996,868,861,924,932,933,933,989,72,71,70,74,74,991,910,73818,20576,17836,18209,17196,Management of companies and enterprises,2010
8476,9569,8732,7579,8785,9489,9073,3124,2844,3193,3322,3137,28639,6922,7027,7149,7498,Vermont,8527,7539,7652,9491,9065,7546,8815,9123,1356,1342,1341,1371,1370,9568,9408,250061,52462,61737,67839,68023,Administrative and waste services,2010
56186,55460,55756,55384,55573,55862,56207,42109,42160,41600,42317,42357,38909,8974,9419,9952,10551,Vermont,56107,55516,54986,56470,55176,55649,55358,56024,2272,2279,2274,2273,2262,56490,55656,2169408,497000,523430,555945,593032,Education and Health Services supersector,2010
9454,8750,9263,9379,9189,9075,9409,5398,5580,5118,5356,5538,39511,9035,9593,10349,10541,Vermont,9354,9550,9086,9355,8873,9501,9241,9504,381,381,380,384,377,9368,9121,365992,84737,88156,93922,99177,Educational services,2010
46732,46710,46493,46005,46384,46787,46798,36711,36580,36482,36961,36819,38789,8961,9384,9875,10553,Vermont,46753,45966,45900,47115,46303,46148,46117,46520,1892,1898,1894,1889,1885,47122,46535,1803416,412263,435275,462023,493855,Health care and social assistance,2010
29375,33573,32369,34352,29953,33064,32106,16211,15908,16034,16082,16818,18174,4249,4431,4691,4812,Vermont,34690,34863,34448,33906,31493,33745,28990,29641,2145,2140,2138,2154,2149,31988,31712,588278,145955,132717,155115,154492,Leisure and Hospitality supersector,2010
3312,4558,3809,3568,3765,4442,3462,1816,1693,1962,1900,1710,21293,4647,4998,5234,6489,Vermont,3414,3613,3623,4653,4222,3467,3762,3107,389,394,381,391,388,3865,4116,81111,16578,18821,23250,22463,"Arts, entertainment, and recreation",2010
26063,29015,28559,30784,26187,28621,28644,14394,14215,14072,14182,15108,17758,4203,4349,4607,4609,Vermont,31276,31250,30825,29253,27271,30278,25228,26534,1757,1746,1757,1763,1761,28123,27596,507167,129377,113896,131865,132028,Accommodation and food services,2010
8506,8799,8549,8319,8513,8808,8555,4461,4385,4427,4522,4509,28320,6669,6946,7117,7575,Vermont,8498,8325,8336,8940,8576,8296,8456,8461,1971,1969,1973,1987,1956,8707,8684,242098,55479,59129,62685,64805,"Other services, except public administration supersector",2010
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Vermont,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unspecified industry supersector,2010
7042,6629,6783,6651,7498,6595,6389,na,na,na,na,na,60961,14273,14807,14494,17525,Vermont,6384,6531,6503,6758,7460,6919,7992,6378,472,472,472,472,471,6404,6399,413510,94932,111026,95593,111959,Federal Government,2010
16076,15418,15919,15920,15800,15713,16242,8209,8522,8036,8236,8041,48681,11553,11628,12829,12665,Vermont,16080,16183,15442,15383,15245,16134,16080,16170,331,331,331,331,331,16475,16337,774932,183924,183723,201582,205704,State government,2010
31880,23449,30122,31740,31739,24886,32123,20453,21174,20136,19530,20970,36063,8130,10337,8518,8971,Vermont,32034,31807,31489,21285,31142,31923,32195,32321,838,838,838,837,839,32014,29925,1086288,258043,328079,211993,288173,Local government,2010
290419,294113,295540,292280,294067,294701,301112,na,na,na,na,na,40284,9622,10035,10097,10516,Vermont,304018,293161,291705,291666,297561,291973,294221,298525,24201,23901,24149,24332,24421,300792,298325,11905422,2812425,2951088,2975457,3166453,Total Covered -  all ownerships,2011
236169,248502,243217,238637,240110,247488,246635,117453,115822,117861,116978,119151,39491,9510,9604,9945,10413,Vermont,249435,239185,238746,248393,244830,237980,239331,244051,22589,22286,22536,22721,22811,246418,245568,9604852,2269448,2306130,2461170,2568104,Private ownership,2011
45719,50830,48208,44361,47784,50661,50025,10889,10447,10984,11008,11115,49358,12406,11872,12238,12830,Vermont,49129,44586,44379,50705,49805,44117,47828,49942,4352,4264,4343,4388,4412,51005,50448,2379452,550337,567300,620004,641812,Goods Producing domain,2011
3072,3591,3224,2807,3286,3558,3246,766,650,862,843,708,33168,7871,8057,8226,8967,Vermont,3092,2786,2793,3629,3503,2843,3284,3230,459,448,455,463,471,3415,3453,106944,22096,26479,29265,29103,Natural Resources and Mining supersector,2011
2474,2930,2613,2304,2651,2898,2597,704,593,798,783,643,28215,6729,6869,6924,7675,Vermont,2472,2293,2280,2965,2840,2338,2640,2579,396,387,391,398,406,2741,2799,73715,15501,18212,20067,19935,"Agriculture, forestry, fishing and hunting",2011
598,661,612,504,635,660,648,62,57,64,60,65,54325,13096,13019,13944,14140,Vermont,620,493,513,664,663,505,644,651,64,61,64,65,65,674,654,33229,6596,8267,9198,9168,Mining,2011
12167,15951,14085,11193,13724,15937,15487,1596,1426,1659,1691,1608,43279,10282,10039,10784,11937,Vermont,14531,11128,11480,15877,15141,10970,13865,15518,2849,2783,2848,2877,2887,16413,15982,609592,115082,137775,171859,184875,Construction supersector,2011
30480,31288,30898,30361,30773,31167,31292,8527,8371,8463,8474,8799,53819,13608,13097,13440,13672,Vermont,31506,30672,30106,31199,31161,30304,30679,31194,1044,1033,1040,1048,1054,31177,31013,1662916,413158,403045,418879,427834,Manufacturing supersector,2011
21300,21840,21591,21354,21493,21725,21792,5406,5363,5365,5323,5572,58401,14716,14191,14627,14864,Vermont,22027,21611,21158,21743,21740,21294,21440,21668,656,655,656,653,659,21680,21591,1260945,314246,305004,317775,323920,Durable Goods manufacturing,2011
9180,9448,9307,9006,9280,9442,9501,3121,3008,3098,3151,3227,43189,10982,10565,10708,10938,Vermont,9479,9061,8948,9456,9421,9010,9239,9526,388,378,384,395,395,9497,9422,401971,98912,98041,101104,103914,Non-Durable Goods manufacturing,2011
190450,197672,195010,194276,192326,196827,196609,106565,105375,106877,105970,108036,37052,8849,9041,9354,9798,Vermont,200306,194599,194367,197688,195025,193863,191503,194109,18237,18022,18193,18333,18399,195413,195120,7225400,1719111,1738830,1841167,1926292,Service Providing domain,2011
54857,56311,56150,55046,55571,56168,57815,23197,22253,23096,22971,24467,34774,8430,8377,8835,9110,Vermont,58729,55076,55384,56177,56286,54677,55570,57771,5297,5279,5284,5309,5314,56944,56016,1952528,464055,465538,496236,526700,"Trade, Transportation, and Utilities supersector",2011
9465,9788,9616,9384,9548,9776,9756,2725,2634,2672,2798,2795,54573,13326,12823,13432,14962,Vermont,9677,9360,9397,9801,9607,9396,9572,9822,1427,1394,1419,1443,1451,9770,9738,524779,125056,122434,131311,145978,Wholesale trade,2011
37056,38460,37952,37226,37543,38081,38957,18158,17452,18154,17849,19178,26715,6279,6506,6911,7000,Vermont,39775,37292,37509,38249,38049,36876,37524,38879,3269,3288,3264,3261,3264,38217,37534,1013892,233742,244260,263174,272716,Retail trade,2011
6558,6241,6781,6651,6687,6497,7290,1901,1761,1853,1912,2077,36420,8709,8998,9485,9226,Vermont,7458,6641,6694,6306,6812,6617,6691,7256,556,552,556,560,554,7156,6943,246969,57920,60170,61620,67259,Transportation and warehousing,2011
1778,1822,1801,1785,1793,1815,1811,413,406,417,412,417,92664,26519,21569,22115,22496,Vermont,1819,1783,1784,1821,1818,1788,1783,1814,45,45,45,45,45,1801,1801,166888,47336,38674,40131,40747,Utilities,2011
4979,4867,4938,5219,4937,4847,4748,2228,2437,2197,2137,2142,49418,11590,12490,12213,13199,Vermont,4760,5242,5197,4867,4940,5219,4891,4718,476,467,477,476,484,4766,4808,244020,60491,61659,59199,62671,Information supersector,2011
11648,12040,11827,11751,11792,11964,11802,7309,7308,7361,7235,7333,56683,15183,13240,13646,14625,Vermont,11873,11742,11798,12040,11965,11712,11764,11738,1656,1636,1648,1663,1675,11796,11812,670409,178410,156129,163260,172611,Financial Activities supersector,2011
8855,8954,8881,8861,8881,8911,8870,6026,6003,6076,5996,6029,64058,17537,14862,15335,16331,Vermont,8923,8855,8887,8967,8910,8842,8877,8837,951,937,946,957,963,8850,8813,568894,155397,131987,136655,144854,Finance and insurance,2011
2793,3086,2947,2889,2912,3053,2932,1283,1305,1285,1239,1304,34453,7965,8291,8715,9466,Vermont,2950,2887,2911,3073,3055,2870,2887,2901,705,699,702,706,712,2946,2999,101515,23012,24141,26604,27757,Real estate and rental and leasing,2011
24000,25538,24631,23154,24681,25514,25176,10755,10407,10846,10886,10879,51675,12305,12328,12716,14268,Vermont,24916,23154,22977,25451,25240,23331,24803,25150,4402,4287,4381,4437,4502,25463,25554,1272833,284910,304266,324447,359211,Professional and Business Services supersector,2011
13623,13774,13631,13488,13585,13700,13751,6473,6562,6419,6382,6530,64689,14640,15197,16041,18769,Vermont,13861,13521,13386,13744,13618,13558,13513,13666,2898,2826,2882,2921,2963,13727,13582,881774,197468,206440,219761,258105,Professional and technical services,2011
1377,1427,1418,1406,1386,1430,1450,658,646,655,665,664,78306,21138,20895,18900,17469,Vermont,1450,1415,1419,1425,1406,1385,1376,1458,89,85,88,91,93,1441,1439,111051,29727,28967,27033,25324,Management of companies and enterprises,2011
9000,10337,9582,8259,9710,10384,9975,3624,3199,3772,3839,3685,29222,6988,7091,7478,7597,Vermont,9605,8218,8172,10282,10216,8388,9914,10026,1415,1376,1411,1425,1446,10295,10533,280008,57715,68858,77653,75782,Administrative and waste services,2011
56654,55945,56248,55829,56308,56361,56494,42449,42067,42390,42768,42570,39529,9289,9757,10070,10405,Vermont,56794,55941,55437,56570,55932,56108,56338,56415,2289,2281,2282,2303,2289,56274,56567,2223421,518586,549409,567576,587850,Education and Health Services supersector,2011
9445,8792,9354,9510,9269,9089,9549,5459,5699,5167,5319,5651,39888,9193,9745,10927,10059,Vermont,9521,9624,9272,9200,8980,9635,9382,9595,393,386,388,398,400,9531,9275,373127,87430,90328,99314,96055,Educational services,2011
47209,47153,46894,46318,47039,47272,46945,36990,36368,37223,37449,36919,39457,9309,9760,9906,10476,Vermont,47273,46317,46165,47370,46952,46473,46956,46820,1896,1895,1894,1905,1889,46743,47292,1850294,431156,459081,468262,491795,Health care and social assistance,2011
29841,34197,32634,34954,30461,33200,31923,16190,16527,16569,15485,16180,18742,4431,4597,4978,4745,Vermont,34563,35126,35256,33723,32026,34479,29517,29714,2150,2128,2162,2159,2151,31492,31679,611639,154875,140044,165254,151466,Leisure and Hospitality supersector,2011
3310,4601,3873,3550,3845,4523,3575,1848,1735,1987,1893,1777,21369,4962,5204,5408,5785,Vermont,3538,3571,3558,4721,4353,3521,3872,3307,393,387,392,394,397,3879,4247,82764,17614,20011,24461,20678,"Arts, entertainment, and recreation",2011
26531,29596,28761,31404,26616,28677,28348,14342,14792,14582,13592,14403,18388,4371,4510,4910,4614,Vermont,31025,31555,31698,29002,27673,30958,25645,26407,1758,1741,1770,1765,1754,27613,27432,528875,137261,120033,140793,130788,Accommodation and food services,2011
8471,8774,8581,8324,8576,8773,8651,4437,4376,4418,4488,4465,29199,6942,7205,7432,7605,Vermont,8671,8318,8318,8860,8636,8337,8620,8603,1968,1944,1959,1986,1984,8678,8684,250551,57785,61786,65195,65784,"Other services, except public administration supersector",2011
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Vermont,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unspecified industry supersector,2011
6432,6474,6444,6394,6447,6481,6454,na,na,na,na,na,65763,15008,17442,16347,16955,Vermont,6462,6378,6401,6508,6461,6402,6449,6426,445,448,446,444,443,6474,6461,423777,95954,112453,105944,109427,Federal Government,2011
16175,15434,15955,15894,15949,15752,16227,8494,8624,8185,8687,8478,49010,11606,12785,11747,12853,Vermont,16005,16146,15384,15440,15412,16152,16259,16326,331,331,331,331,331,16350,16383,781973,184460,203906,185040,208568,State government,2011
31643,23703,29923,31355,31561,24980,31796,20276,20632,20049,19435,20988,36588,8374,10412,8939,8817,Vermont,32116,31452,31174,21325,30858,31439,32182,31722,836,836,836,836,836,31550,29913,1094819,262563,328600,223303,280354,Local government,2011
293653,299339,299530,296599,298186,299588,303747,na,na,na,na,na,40965,10050,10227,9905,10774,Vermont,306703,297032,295554,296931,302256,297210,298648,302044,24393,24459,24355,24413,24343,302494,302494,12270363,2980876,3049436,2967445,3272606,Total Covered -  all ownerships,2012
239116,253257,247097,243047,244247,251876,249218,117830,114998,118041,118194,120085,40204,9922,9874,9745,10659,Vermont,252021,243037,242828,252949,249857,243276,243768,247449,22787,22848,22749,22810,22740,248184,249423,9934235,2411596,2411711,2454428,2656500,Private ownership,2012
48342,51601,49490,46681,49890,51501,49889,11013,10555,11125,11131,11240,49813,12714,12071,11959,13102,Vermont,49138,46523,46751,51742,51271,46770,50057,49863,4400,4405,4400,4414,4380,50666,51161,2465282,593519,602215,615885,653663,Goods Producing domain,2012
3295,3676,3366,2971,3446,3652,3395,798,687,890,873,740,33437,8118,8308,8119,8880,Vermont,3272,2937,2928,3657,3594,3048,3448,3356,486,482,484,491,488,3558,3622,112545,24120,28627,29647,30152,Natural Resources and Mining supersector,2012
2658,2967,2719,2418,2779,2950,2728,730,624,823,804,668,28804,7108,6999,7047,7656,Vermont,2627,2394,2381,2955,2909,2480,2771,2697,421,417,418,426,423,2859,2928,78314,17189,19452,20790,20883,"Agriculture, forestry, fishing and hunting",2012
637,709,647,553,666,702,668,68,63,67,69,72,52901,12541,13769,12623,13882,Vermont,645,543,547,702,685,568,677,659,65,65,66,65,65,699,694,34231,6931,9175,8857,9268,Mining,2012
13393,15777,14195,12171,14482,15694,14436,1560,1419,1647,1631,1544,43671,10484,10409,10716,12012,Vermont,13538,11947,12500,15897,15445,12065,14607,14570,2843,2848,2845,2853,2826,15200,15407,619933,127598,150746,168181,173408,Construction supersector,2012
31654,32148,31929,31540,31963,32156,32058,8655,8449,8588,8627,8956,54271,14008,13229,13001,14040,Vermont,32328,31639,31323,32188,32232,31657,32002,31937,1071,1075,1071,1070,1066,31908,32132,1732804,441802,422842,418057,450103,Manufacturing supersector,2012
21610,21785,21725,21591,21787,21803,21721,5316,5253,5271,5255,5484,58823,15269,14276,14037,15247,Vermont,21916,21717,21407,21850,21917,21648,21835,21622,660,667,660,659,654,21624,21774,1277946,329672,311043,306056,331175,Durable Goods manufacturing,2012
10044,10363,10204,9949,10175,10353,10337,3339,3196,3317,3372,3472,44578,11270,10987,10818,11505,Vermont,10412,9922,9916,10338,10315,10009,10167,10315,411,408,411,411,412,10284,10358,454858,112130,111799,112001,118928,Non-Durable Goods manufacturing,2012
190774,201656,197607,196366,194357,200375,199329,106817,104443,106916,107063,108845,37797,9259,9310,9176,10048,Vermont,202883,196514,196077,201207,198586,196506,193711,197586,18387,18443,18349,18396,18360,197518,198262,7468953,1818077,1809496,1838543,2002837,Service Providing domain,2012
54218,55625,55322,54302,54988,55515,56485,22408,21446,22485,22437,23264,35033,8739,8564,8682,9040,Vermont,57412,54251,54609,55590,55775,54045,54970,56483,5271,5307,5270,5258,5250,55559,55331,1938084,474539,470929,481967,510649,"Trade, Transportation, and Utilities supersector",2012
9180,9313,9209,9045,9244,9286,9263,2605,2529,2631,2611,2649,56336,13856,14067,13717,14691,Vermont,9263,9020,9055,9336,9324,9059,9227,9296,1425,1451,1419,1421,1409,9230,9209,518813,125323,130031,127372,136087,Wholesale trade,2012
36693,38102,37572,36818,37295,37893,38284,17677,16839,17772,17667,18428,26568,6592,6469,6602,6898,Vermont,38948,36797,37093,38133,37904,36564,37289,38363,3245,3253,3247,3239,3242,37540,37444,998224,242721,241256,250156,264090,Retail trade,2012
